"","V1","V2"
"27298",798,857
"27299",798,867
"27300",798,879
"27301",798,893
"27302",798,903
"27303",798,931
"27304",798,933
"27305",798,941
"27306",798,951
"27307",798,953
"27308",798,966
"27309",798,990
"27310",799,505
"27311",799,513
"27312",799,523
"27313",799,549
"27314",799,571
"27315",799,574
"27316",799,578
"27317",799,602
"27318",799,604
"27319",799,623
"27320",799,644
"27321",799,647
"27322",799,648
"27323",799,681
"27324",799,690
"27325",799,720
"27326",799,726
"27327",799,729
"27328",799,733
"27329",799,752
"27330",799,769
"27331",799,781
"27332",799,783
"27333",799,786
"27334",799,791
"27335",799,800
"27336",799,805
"27337",799,822
"27338",799,831
"27339",799,833
"27340",799,844
"27341",799,854
"27342",799,883
"27343",799,899
"27344",799,904
"27345",799,909
"27346",799,914
"27347",799,916
"27348",799,949
"27349",799,972
"27350",799,979
"27351",799,983
"27352",799,985
"27353",799,992
"27354",799,998
"27355",800,510
"27356",800,518
"27357",800,548
"27358",800,551
"27359",800,566
"27360",800,569
"27361",800,581
"27362",800,584
"27363",800,589
"27364",800,590
"27365",800,593
"27366",800,594
"27367",800,605
"27368",800,622
"27369",800,632
"27370",800,634
"27371",800,636
"27372",800,640
"27373",800,642
"27374",800,650
"27375",800,653
"27376",800,679
"27377",800,689
"27378",800,704
"27379",800,722
"27380",800,731
"27381",800,738
"27382",800,758
"27383",800,770
"27384",800,776
"27385",800,782
"27386",800,799
"27387",800,802
"27388",800,810
"27389",800,811
"27390",800,818
"27391",800,823
"27392",800,824
"27393",800,843
"27394",800,856
"27395",800,864
"27396",800,884
"27397",800,886
"27398",800,897
"27399",800,898
"27400",800,905
"27401",800,918
"27402",800,922
"27403",800,934
"27404",800,937
"27405",800,943
"27406",800,964
"27407",800,970
"27408",800,983
"27409",800,998
"27410",801,508
"27411",801,510
"27412",801,524
"27413",801,539
"27414",801,566
"27415",801,570
"27416",801,580
"27417",801,592
"27418",801,595
"27419",801,606
"27420",801,613
"27421",801,623
"27422",801,626
"27423",801,636
"27424",801,637
"27425",801,653
"27426",801,677
"27427",801,693
"27428",801,701
"27429",801,702
"27430",801,703
"27431",801,740
"27432",801,747
"27433",801,762
"27434",801,767
"27435",801,769
"27436",801,777
"27437",801,783
"27438",801,796
"27439",801,807
"27440",801,811
"27441",801,821
"27442",801,857
"27443",801,858
"27444",801,870
"27445",801,894
"27446",801,917
"27447",801,927
"27448",801,930
"27449",801,931
"27450",801,945
"27451",801,950
"27452",801,951
"27453",801,968
"27454",801,976
"27455",801,993
"27456",801,999
"27457",802,523
"27458",802,531
"27459",802,535
"27460",802,556
"27461",802,560
"27462",802,571
"27463",802,574
"27464",802,578
"27465",802,606
"27466",802,621
"27467",802,633
"27468",802,644
"27469",802,658
"27470",802,662
"27471",802,687
"27472",802,692
"27473",802,704
"27474",802,721
"27475",802,724
"27476",802,733
"27477",802,760
"27478",802,770
"27479",802,773
"27480",802,775
"27481",802,776
"27482",802,780
"27483",802,793
"27484",802,800
"27485",802,822
"27486",802,823
"27487",802,839
"27488",802,842
"27489",802,847
"27490",802,851
"27491",802,856
"27492",802,863
"27493",802,868
"27494",802,884
"27495",802,899
"27496",802,921
"27497",802,926
"27498",802,961
"27499",802,983
"27500",802,991
"27501",803,520
"27502",803,525
"27503",803,528
"27504",803,536
"27505",803,549
"27506",803,557
"27507",803,559
"27508",803,578
"27509",803,594
"27510",803,606
"27511",803,680
"27512",803,695
"27513",803,699
"27514",803,705
"27515",803,716
"27516",803,726
"27517",803,735
"27518",803,747
"27519",803,770
"27520",803,777
"27521",803,794
"27522",803,798
"27523",803,805
"27524",803,817
"27525",803,822
"27526",803,846
"27527",803,853
"27528",803,857
"27529",803,867
"27530",803,868
"27531",803,870
"27532",803,873
"27533",803,894
"27534",803,909
"27535",803,911
"27536",803,913
"27537",803,949
"27538",803,964
"27539",803,975
"27540",803,988
"27541",803,1000
"27542",804,511
"27543",804,514
"27544",804,525
"27545",804,528
"27546",804,534
"27547",804,535
"27548",804,562
"27549",804,575
"27550",804,582
"27551",804,593
"27552",804,608
"27553",804,612
"27554",804,618
"27555",804,626
"27556",804,629
"27557",804,632
"27558",804,638
"27559",804,654
"27560",804,670
"27561",804,677
"27562",804,683
"27563",804,694
"27564",804,700
"27565",804,716
"27566",804,723
"27567",804,742
"27568",804,750
"27569",804,753
"27570",804,755
"27571",804,759
"27572",804,760
"27573",804,762
"27574",804,768
"27575",804,779
"27576",804,786
"27577",804,817
"27578",804,825
"27579",804,827
"27580",804,848
"27581",804,850
"27582",804,853
"27583",804,870
"27584",804,891
"27585",804,908
"27586",804,920
"27587",804,924
"27588",804,929
"27589",804,939
"27590",804,944
"27591",804,957
"27592",804,964
"27593",804,976
"27594",804,980
"27595",804,996
"27596",805,504
"27597",805,525
"27598",805,526
"27599",805,538
"27600",805,556
"27601",805,558
"27602",805,565
"27603",805,574
"27604",805,590
"27605",805,591
"27606",805,593
"27607",805,634
"27608",805,635
"27609",805,642
"27610",805,648
"27611",805,655
"27612",805,659
"27613",805,667
"27614",805,670
"27615",805,678
"27616",805,681
"27617",805,685
"27618",805,692
"27619",805,698
"27620",805,722
"27621",805,735
"27622",805,739
"27623",805,746
"27624",805,764
"27625",805,788
"27626",805,799
"27627",805,803
"27628",805,806
"27629",805,807
"27630",805,815
"27631",805,817
"27632",805,820
"27633",805,836
"27634",805,849
"27635",805,850
"27636",805,853
"27637",805,870
"27638",805,872
"27639",805,906
"27640",805,913
"27641",805,922
"27642",805,928
"27643",805,929
"27644",805,941
"27645",805,950
"27646",805,956
"27647",805,959
"27648",805,962
"27649",805,991
"27650",805,994
"27651",806,502
"27652",806,505
"27653",806,510
"27654",806,515
"27655",806,530
"27656",806,532
"27657",806,540
"27658",806,541
"27659",806,543
"27660",806,557
"27661",806,559
"27662",806,568
"27663",806,570
"27664",806,576
"27665",806,597
"27666",806,603
"27667",806,611
"27668",806,626
"27669",806,642
"27670",806,665
"27671",806,666
"27672",806,676
"27673",806,682
"27674",806,702
"27675",806,706
"27676",806,712
"27677",806,718
"27678",806,728
"27679",806,738
"27680",806,741
"27681",806,745
"27682",806,751
"27683",806,753
"27684",806,758
"27685",806,760
"27686",806,776
"27687",806,781
"27688",806,788
"27689",806,805
"27690",806,830
"27691",806,833
"27692",806,838
"27693",806,855
"27694",806,868
"27695",806,875
"27696",806,877
"27697",806,901
"27698",806,903
"27699",806,910
"27700",806,912
"27701",806,928
"27702",806,929
"27703",806,952
"27704",806,953
"27705",806,972
"27706",806,979
"27707",806,999
"27708",807,521
"27709",807,540
"27710",807,574
"27711",807,577
"27712",807,583
"27713",807,615
"27714",807,620
"27715",807,623
"27716",807,628
"27717",807,631
"27718",807,639
"27719",807,662
"27720",807,673
"27721",807,676
"27722",807,680
"27723",807,703
"27724",807,729
"27725",807,741
"27726",807,760
"27727",807,761
"27728",807,764
"27729",807,772
"27730",807,779
"27731",807,791
"27732",807,793
"27733",807,796
"27734",807,801
"27735",807,805
"27736",807,824
"27737",807,834
"27738",807,838
"27739",807,840
"27740",807,844
"27741",807,855
"27742",807,868
"27743",807,881
"27744",807,888
"27745",807,932
"27746",807,934
"27747",807,948
"27748",807,957
"27749",807,963
"27750",807,971
"27751",807,972
"27752",807,976
"27753",807,1000
"27754",808,526
"27755",808,529
"27756",808,532
"27757",808,538
"27758",808,551
"27759",808,569
"27760",808,577
"27761",808,598
"27762",808,622
"27763",808,623
"27764",808,661
"27765",808,663
"27766",808,689
"27767",808,693
"27768",808,703
"27769",808,707
"27770",808,712
"27771",808,717
"27772",808,729
"27773",808,745
"27774",808,763
"27775",808,769
"27776",808,772
"27777",808,818
"27778",808,835
"27779",808,847
"27780",808,850
"27781",808,892
"27782",808,919
"27783",808,925
"27784",808,938
"27785",808,954
"27786",808,956
"27787",808,963
"27788",808,967
"27789",808,974
"27790",808,985
"27791",808,991
"27792",809,505
"27793",809,520
"27794",809,524
"27795",809,547
"27796",809,550
"27797",809,563
"27798",809,607
"27799",809,611
"27800",809,631
"27801",809,640
"27802",809,644
"27803",809,653
"27804",809,654
"27805",809,657
"27806",809,675
"27807",809,684
"27808",809,689
"27809",809,690
"27810",809,694
"27811",809,705
"27812",809,707
"27813",809,712
"27814",809,720
"27815",809,727
"27816",809,735
"27817",809,758
"27818",809,759
"27819",809,765
"27820",809,768
"27821",809,777
"27822",809,784
"27823",809,786
"27824",809,788
"27825",809,789
"27826",809,810
"27827",809,826
"27828",809,846
"27829",809,851
"27830",809,863
"27831",809,864
"27832",809,868
"27833",809,874
"27834",809,878
"27835",809,899
"27836",809,901
"27837",809,909
"27838",809,910
"27839",809,914
"27840",809,921
"27841",809,922
"27842",809,949
"27843",809,954
"27844",809,960
"27845",809,961
"27846",809,965
"27847",809,968
"27848",809,974
"27849",809,985
"27850",809,990
"27851",810,514
"27852",810,517
"27853",810,518
"27854",810,527
"27855",810,531
"27856",810,535
"27857",810,550
"27858",810,553
"27859",810,557
"27860",810,558
"27861",810,582
"27862",810,589
"27863",810,598
"27864",810,602
"27865",810,611
"27866",810,615
"27867",810,626
"27868",810,627
"27869",810,639
"27870",810,643
"27871",810,646
"27872",810,657
"27873",810,659
"27874",810,669
"27875",810,676
"27876",810,681
"27877",810,682
"27878",810,687
"27879",810,696
"27880",810,697
"27881",810,707
"27882",810,719
"27883",810,732
"27884",810,750
"27885",810,754
"27886",810,759
"27887",810,765
"27888",810,772
"27889",810,775
"27890",810,784
"27891",810,800
"27892",810,809
"27893",810,822
"27894",810,833
"27895",810,840
"27896",810,845
"27897",810,846
"27898",810,851
"27899",810,854
"27900",810,862
"27901",810,900
"27902",810,901
"27903",810,909
"27904",810,912
"27905",810,920
"27906",810,923
"27907",810,930
"27908",810,931
"27909",810,937
"27910",810,947
"27911",810,956
"27912",810,972
"27913",810,977
"27914",810,984
"27915",811,510
"27916",811,520
"27917",811,534
"27918",811,540
"27919",811,542
"27920",811,549
"27921",811,560
"27922",811,591
"27923",811,596
"27924",811,597
"27925",811,600
"27926",811,607
"27927",811,623
"27928",811,639
"27929",811,674
"27930",811,679
"27931",811,682
"27932",811,686
"27933",811,691
"27934",811,702
"27935",811,703
"27936",811,707
"27937",811,709
"27938",811,724
"27939",811,727
"27940",811,729
"27941",811,736
"27942",811,739
"27943",811,759
"27944",811,760
"27945",811,798
"27946",811,800
"27947",811,801
"27948",811,818
"27949",811,824
"27950",811,845
"27951",811,851
"27952",811,858
"27953",811,880
"27954",811,883
"27955",811,886
"27956",811,892
"27957",811,907
"27958",811,919
"27959",811,927
"27960",811,943
"27961",811,953
"27962",811,955
"27963",811,960
"27964",811,969
"27965",811,971
"27966",811,980
"27967",811,983
"27968",811,986
"27969",811,995
"27970",811,999
"27971",812,502
"27972",812,506
"27973",812,513
"27974",812,527
"27975",812,535
"27976",812,541
"27977",812,547
"27978",812,552
"27979",812,556
"27980",812,572
"27981",812,576
"27982",812,580
"27983",812,588
"27984",812,590
"27985",812,598
"27986",812,600
"27987",812,615
"27988",812,616
"27989",812,618
"27990",812,619
"27991",812,655
"27992",812,677
"27993",812,693
"27994",812,717
"27995",812,722
"27996",812,726
"27997",812,733
"27998",812,741
"27999",812,744
"28000",812,759
"28001",812,765
"28002",812,774
"28003",812,778
"28004",812,782
"28005",812,815
"28006",812,831
"28007",812,836
"28008",812,859
"28009",812,866
"28010",812,877
"28011",812,879
"28012",812,885
"28013",812,940
"28014",812,942
"28015",812,967
"28016",812,974
"28017",812,975
"28018",812,981
"28019",812,984
"28020",812,985
"28021",812,988
"28022",812,992
"28023",812,998
"28024",813,502
"28025",813,544
"28026",813,548
"28027",813,549
"28028",813,554
"28029",813,590
"28030",813,605
"28031",813,606
"28032",813,634
"28033",813,636
"28034",813,638
"28035",813,643
"28036",813,645
"28037",813,688
"28038",813,695
"28039",813,698
"28040",813,700
"28041",813,703
"28042",813,725
"28043",813,734
"28044",813,739
"28045",813,752
"28046",813,758
"28047",813,763
"28048",813,789
"28049",813,815
"28050",813,822
"28051",813,825
"28052",813,837
"28053",813,840
"28054",813,841
"28055",813,845
"28056",813,847
"28057",813,852
"28058",813,856
"28059",813,863
"28060",813,865
"28061",813,881
"28062",813,889
"28063",813,945
"28064",813,959
"28065",813,961
"28066",813,970
"28067",813,977
"28068",814,508
"28069",814,521
"28070",814,525
"28071",814,540
"28072",814,543
"28073",814,549
"28074",814,573
"28075",814,580
"28076",814,583
"28077",814,590
"28078",814,593
"28079",814,599
"28080",814,603
"28081",814,606
"28082",814,629
"28083",814,633
"28084",814,641
"28085",814,643
"28086",814,649
"28087",814,657
"28088",814,668
"28089",814,676
"28090",814,678
"28091",814,679
"28092",814,687
"28093",814,699
"28094",814,702
"28095",814,706
"28096",814,713
"28097",814,724
"28098",814,725
"28099",814,746
"28100",814,755
"28101",814,765
"28102",814,787
"28103",814,815
"28104",814,818
"28105",814,825
"28106",814,827
"28107",814,830
"28108",814,835
"28109",814,836
"28110",814,837
"28111",814,847
"28112",814,852
"28113",814,853
"28114",814,871
"28115",814,895
"28116",814,904
"28117",814,940
"28118",814,949
"28119",814,952
"28120",814,955
"28121",814,974
"28122",814,986
"28123",815,524
"28124",815,533
"28125",815,535
"28126",815,536
"28127",815,546
"28128",815,554
"28129",815,621
"28130",815,633
"28131",815,635
"28132",815,638
"28133",815,641
"28134",815,651
"28135",815,656
"28136",815,679
"28137",815,685
"28138",815,686
"28139",815,705
"28140",815,712
"28141",815,716
"28142",815,723
"28143",815,727
"28144",815,729
"28145",815,733
"28146",815,734
"28147",815,753
"28148",815,760
"28149",815,764
"28150",815,767
"28151",815,780
"28152",815,783
"28153",815,785
"28154",815,805
"28155",815,812
"28156",815,813
"28157",815,814
"28158",815,829
"28159",815,851
"28160",815,858
"28161",815,874
"28162",815,882
"28163",815,890
"28164",815,893
"28165",815,911
"28166",815,917
"28167",815,925
"28168",815,927
"28169",815,935
"28170",815,944
"28171",815,947
"28172",815,949
"28173",815,961
"28174",815,967
"28175",815,971
"28176",815,986
"28177",816,504
"28178",816,505
"28179",816,514
"28180",816,519
"28181",816,541
"28182",816,554
"28183",816,558
"28184",816,600
"28185",816,611
"28186",816,619
"28187",816,628
"28188",816,634
"28189",816,652
"28190",816,657
"28191",816,676
"28192",816,681
"28193",816,693
"28194",816,697
"28195",816,705
"28196",816,711
"28197",816,716
"28198",816,721
"28199",816,727
"28200",816,746
"28201",816,756
"28202",816,767
"28203",816,770
"28204",816,777
"28205",816,794
"28206",816,821
"28207",816,866
"28208",816,876
"28209",816,878
"28210",816,880
"28211",816,882
"28212",816,890
"28213",816,892
"28214",816,894
"28215",816,897
"28216",816,913
"28217",816,937
"28218",816,948
"28219",816,952
"28220",816,956
"28221",816,961
"28222",816,963
"28223",816,980
"28224",816,988
"28225",816,994
"28226",816,997
"28227",817,502
"28228",817,511
"28229",817,513
"28230",817,515
"28231",817,517
"28232",817,519
"28233",817,528
"28234",817,529
"28235",817,530
"28236",817,531
"28237",817,533
"28238",817,542
"28239",817,550
"28240",817,564
"28241",817,569
"28242",817,578
"28243",817,586
"28244",817,602
"28245",817,614
"28246",817,625
"28247",817,646
"28248",817,647
"28249",817,655
"28250",817,660
"28251",817,661
"28252",817,664
"28253",817,673
"28254",817,695
"28255",817,715
"28256",817,749
"28257",817,756
"28258",817,765
"28259",817,779
"28260",817,782
"28261",817,803
"28262",817,804
"28263",817,805
"28264",817,833
"28265",817,859
"28266",817,860
"28267",817,899
"28268",817,918
"28269",817,941
"28270",817,942
"28271",817,949
"28272",817,956
"28273",817,961
"28274",817,968
"28275",817,972
"28276",817,973
"28277",817,985
"28278",817,1161
"28279",818,503
"28280",818,511
"28281",818,519
"28282",818,528
"28283",818,620
"28284",818,623
"28285",818,632
"28286",818,635
"28287",818,681
"28288",818,685
"28289",818,702
"28290",818,704
"28291",818,737
"28292",818,744
"28293",818,751
"28294",818,800
"28295",818,808
"28296",818,811
"28297",818,814
"28298",818,832
"28299",818,838
"28300",818,841
"28301",818,843
"28302",818,854
"28303",818,862
"28304",818,872
"28305",818,879
"28306",818,894
"28307",818,905
"28308",818,907
"28309",818,908
"28310",818,937
"28311",818,941
"28312",818,959
"28313",818,963
"28314",818,987
"28315",819,503
"28316",819,510
"28317",819,511
"28318",819,518
"28319",819,531
"28320",819,533
"28321",819,535
"28322",819,541
"28323",819,551
"28324",819,552
"28325",819,558
"28326",819,560
"28327",819,569
"28328",819,597
"28329",819,600
"28330",819,603
"28331",819,607
"28332",819,624
"28333",819,639
"28334",819,640
"28335",819,645
"28336",819,647
"28337",819,653
"28338",819,686
"28339",819,695
"28340",819,714
"28341",819,734
"28342",819,744
"28343",819,750
"28344",819,751
"28345",819,761
"28346",819,764
"28347",819,769
"28348",819,775
"28349",819,781
"28350",819,791
"28351",819,832
"28352",819,840
"28353",819,849
"28354",819,862
"28355",819,863
"28356",819,868
"28357",819,878
"28358",819,903
"28359",819,915
"28360",819,924
"28361",819,938
"28362",819,945
"28363",819,951
"28364",819,956
"28365",819,974
"28366",819,998
"28367",820,507
"28368",820,512
"28369",820,514
"28370",820,519
"28371",820,534
"28372",820,568
"28373",820,574
"28374",820,580
"28375",820,592
"28376",820,610
"28377",820,639
"28378",820,647
"28379",820,654
"28380",820,661
"28381",820,667
"28382",820,671
"28383",820,674
"28384",820,677
"28385",820,678
"28386",820,690
"28387",820,709
"28388",820,714
"28389",820,731
"28390",820,738
"28391",820,741
"28392",820,752
"28393",820,757
"28394",820,777
"28395",820,782
"28396",820,805
"28397",820,835
"28398",820,868
"28399",820,873
"28400",820,880
"28401",820,899
"28402",820,904
"28403",820,920
"28404",820,937
"28405",820,960
"28406",820,985
"28407",820,998
"28408",821,503
"28409",821,513
"28410",821,521
"28411",821,525
"28412",821,544
"28413",821,556
"28414",821,561
"28415",821,567
"28416",821,587
"28417",821,598
"28418",821,601
"28419",821,603
"28420",821,617
"28421",821,623
"28422",821,624
"28423",821,625
"28424",821,664
"28425",821,665
"28426",821,674
"28427",821,698
"28428",821,701
"28429",821,715
"28430",821,720
"28431",821,725
"28432",821,733
"28433",821,739
"28434",821,745
"28435",821,753
"28436",821,754
"28437",821,767
"28438",821,770
"28439",821,776
"28440",821,781
"28441",821,796
"28442",821,797
"28443",821,801
"28444",821,816
"28445",821,832
"28446",821,837
"28447",821,839
"28448",821,857
"28449",821,895
"28450",821,906
"28451",821,911
"28452",821,912
"28453",821,915
"28454",821,924
"28455",821,946
"28456",821,950
"28457",821,972
"28458",821,973
"28459",821,1000
"28460",822,502
"28461",822,508
"28462",822,515
"28463",822,523
"28464",822,531
"28465",822,538
"28466",822,583
"28467",822,590
"28468",822,607
"28469",822,624
"28470",822,636
"28471",822,658
"28472",822,659
"28473",822,664
"28474",822,683
"28475",822,690
"28476",822,703
"28477",822,704
"28478",822,719
"28479",822,727
"28480",822,758
"28481",822,765
"28482",822,792
"28483",822,799
"28484",822,802
"28485",822,803
"28486",822,810
"28487",822,813
"28488",822,830
"28489",822,853
"28490",822,860
"28491",822,863
"28492",822,869
"28493",822,883
"28494",822,885
"28495",822,899
"28496",822,909
"28497",822,933
"28498",822,948
"28499",822,953
"28500",822,965
"28501",822,982
"28502",823,501
"28503",823,512
"28504",823,514
"28505",823,550
"28506",823,557
"28507",823,565
"28508",823,566
"28509",823,568
"28510",823,619
"28511",823,634
"28512",823,650
"28513",823,671
"28514",823,699
"28515",823,729
"28516",823,742
"28517",823,746
"28518",823,750
"28519",823,763
"28520",823,772
"28521",823,780
"28522",823,794
"28523",823,800
"28524",823,802
"28525",823,839
"28526",823,842
"28527",823,844
"28528",823,852
"28529",823,853
"28530",823,855
"28531",823,867
"28532",823,888
"28533",823,899
"28534",823,908
"28535",823,909
"28536",823,931
"28537",823,938
"28538",823,943
"28539",823,949
"28540",823,951
"28541",823,960
"28542",823,965
"28543",823,972
"28544",823,978
"28545",823,990
"28546",823,994
"28547",823,997
"28548",824,513
"28549",824,518
"28550",824,527
"28551",824,547
"28552",824,550
"28553",824,552
"28554",824,558
"28555",824,591
"28556",824,597
"28557",824,609
"28558",824,647
"28559",824,669
"28560",824,675
"28561",824,682
"28562",824,701
"28563",824,705
"28564",824,711
"28565",824,727
"28566",824,739
"28567",824,752
"28568",824,753
"28569",824,758
"28570",824,769
"28571",824,773
"28572",824,780
"28573",824,782
"28574",824,789
"28575",824,800
"28576",824,807
"28577",824,811
"28578",824,826
"28579",824,844
"28580",824,846
"28581",824,853
"28582",824,861
"28583",824,862
"28584",824,879
"28585",824,882
"28586",824,893
"28587",824,904
"28588",824,917
"28589",824,918
"28590",824,920
"28591",824,931
"28592",824,955
"28593",824,959
"28594",824,969
"28595",824,988
"28596",824,989
"28597",824,992
"28598",825,514
"28599",825,517
"28600",825,534
"28601",825,537
"28602",825,539
"28603",825,548
"28604",825,567
"28605",825,571
"28606",825,578
"28607",825,618
"28608",825,628
"28609",825,635
"28610",825,636
"28611",825,647
"28612",825,651
"28613",825,655
"28614",825,665
"28615",825,677
"28616",825,681
"28617",825,683
"28618",825,684
"28619",825,693
"28620",825,721
"28621",825,726
"28622",825,747
"28623",825,749
"28624",825,753
"28625",825,757
"28626",825,762
"28627",825,770
"28628",825,771
"28629",825,772
"28630",825,774
"28631",825,775
"28632",825,804
"28633",825,813
"28634",825,814
"28635",825,826
"28636",825,832
"28637",825,833
"28638",825,839
"28639",825,841
"28640",825,845
"28641",825,862
"28642",825,865
"28643",825,866
"28644",825,875
"28645",825,876
"28646",825,881
"28647",825,906
"28648",825,908
"28649",825,912
"28650",825,921
"28651",825,958
"28652",825,965
"28653",825,976
"28654",825,977
"28655",825,983
"28656",825,997
"28657",826,503
"28658",826,516
"28659",826,543
"28660",826,550
"28661",826,562
"28662",826,564
"28663",826,586
"28664",826,601
"28665",826,605
"28666",826,610
"28667",826,627
"28668",826,636
"28669",826,641
"28670",826,659
"28671",826,674
"28672",826,684
"28673",826,690
"28674",826,700
"28675",826,711
"28676",826,722
"28677",826,737
"28678",826,738
"28679",826,758
"28680",826,762
"28681",826,775
"28682",826,809
"28683",826,824
"28684",826,825
"28685",826,834
"28686",826,869
"28687",826,870
"28688",826,875
"28689",826,883
"28690",826,894
"28691",826,899
"28692",826,902
"28693",826,949
"28694",826,955
"28695",826,956
"28696",826,970
"28697",826,982
"28698",826,993
"28699",826,995
"28700",826,998
"28701",827,508
"28702",827,527
"28703",827,528
"28704",827,534
"28705",827,540
"28706",827,555
"28707",827,557
"28708",827,569
"28709",827,577
"28710",827,591
"28711",827,592
"28712",827,600
"28713",827,603
"28714",827,637
"28715",827,639
"28716",827,640
"28717",827,641
"28718",827,650
"28719",827,653
"28720",827,655
"28721",827,668
"28722",827,673
"28723",827,674
"28724",827,680
"28725",827,681
"28726",827,691
"28727",827,699
"28728",827,706
"28729",827,711
"28730",827,719
"28731",827,721
"28732",827,732
"28733",827,742
"28734",827,749
"28735",827,756
"28736",827,758
"28737",827,761
"28738",827,764
"28739",827,792
"28740",827,804
"28741",827,814
"28742",827,848
"28743",827,852
"28744",827,867
"28745",827,878
"28746",827,899
"28747",827,900
"28748",827,919
"28749",827,931
"28750",827,932
"28751",827,933
"28752",827,937
"28753",827,939
"28754",827,953
"28755",827,954
"28756",827,960
"28757",827,963
"28758",827,974
"28759",827,984
"28760",827,992
"28761",827,1000
"28762",828,504
"28763",828,506
"28764",828,512
"28765",828,523
"28766",828,553
"28767",828,557
"28768",828,566
"28769",828,600
"28770",828,605
"28771",828,610
"28772",828,613
"28773",828,632
"28774",828,639
"28775",828,655
"28776",828,667
"28777",828,678
"28778",828,693
"28779",828,704
"28780",828,711
"28781",828,725
"28782",828,735
"28783",828,739
"28784",828,740
"28785",828,741
"28786",828,749
"28787",828,756
"28788",828,760
"28789",828,761
"28790",828,777
"28791",828,831
"28792",828,852
"28793",828,860
"28794",828,892
"28795",828,902
"28796",828,905
"28797",828,907
"28798",828,909
"28799",828,912
"28800",828,925
"28801",828,936
"28802",828,940
"28803",828,944
"28804",828,953
"28805",828,971
"28806",828,993
"28807",828,996
"28808",828,997
"28809",828,1251
"28810",829,502
"28811",829,510
"28812",829,523
"28813",829,527
"28814",829,529
"28815",829,534
"28816",829,556
"28817",829,562
"28818",829,578
"28819",829,583
"28820",829,600
"28821",829,602
"28822",829,603
"28823",829,607
"28824",829,613
"28825",829,618
"28826",829,625
"28827",829,642
"28828",829,660
"28829",829,680
"28830",829,694
"28831",829,699
"28832",829,710
"28833",829,721
"28834",829,742
"28835",829,762
"28836",829,766
"28837",829,779
"28838",829,788
"28839",829,795
"28840",829,797
"28841",829,815
"28842",829,833
"28843",829,875
"28844",829,890
"28845",829,924
"28846",829,926
"28847",829,934
"28848",829,947
"28849",829,956
"28850",829,960
"28851",829,961
"28852",829,969
"28853",829,981
"28854",829,982
"28855",830,511
"28856",830,515
"28857",830,524
"28858",830,528
"28859",830,548
"28860",830,561
"28861",830,565
"28862",830,571
"28863",830,574
"28864",830,575
"28865",830,594
"28866",830,606
"28867",830,622
"28868",830,629
"28869",830,632
"28870",830,645
"28871",830,647
"28872",830,676
"28873",830,729
"28874",830,733
"28875",830,752
"28876",830,759
"28877",830,765
"28878",830,768
"28879",830,774
"28880",830,789
"28881",830,806
"28882",830,814
"28883",830,822
"28884",830,835
"28885",830,843
"28886",830,849
"28887",830,851
"28888",830,858
"28889",830,865
"28890",830,872
"28891",830,874
"28892",830,897
"28893",830,904
"28894",830,913
"28895",830,920
"28896",830,940
"28897",830,953
"28898",830,958
"28899",830,960
"28900",830,963
"28901",830,976
"28902",830,979
"28903",830,982
"28904",830,986
"28905",830,999
"28906",831,505
"28907",831,510
"28908",831,515
"28909",831,521
"28910",831,525
"28911",831,534
"28912",831,541
"28913",831,545
"28914",831,546
"28915",831,553
"28916",831,554
"28917",831,583
"28918",831,610
"28919",831,617
"28920",831,621
"28921",831,624
"28922",831,632
"28923",831,635
"28924",831,641
"28925",831,653
"28926",831,654
"28927",831,663
"28928",831,665
"28929",831,673
"28930",831,674
"28931",831,675
"28932",831,677
"28933",831,686
"28934",831,696
"28935",831,700
"28936",831,710
"28937",831,712
"28938",831,720
"28939",831,722
"28940",831,725
"28941",831,744
"28942",831,747
"28943",831,757
"28944",831,759
"28945",831,774
"28946",831,775
"28947",831,785
"28948",831,788
"28949",831,797
"28950",831,799
"28951",831,812
"28952",831,828
"28953",831,835
"28954",831,845
"28955",831,848
"28956",831,873
"28957",831,878
"28958",831,891
"28959",831,892
"28960",831,900
"28961",831,921
"28962",831,928
"28963",831,933
"28964",831,938
"28965",831,960
"28966",831,965
"28967",831,974
"28968",831,994
"28969",831,997
"28970",832,149
"28971",832,513
"28972",832,523
"28973",832,526
"28974",832,531
"28975",832,534
"28976",832,537
"28977",832,554
"28978",832,566
"28979",832,570
"28980",832,571
"28981",832,572
"28982",832,580
"28983",832,582
"28984",832,584
"28985",832,592
"28986",832,605
"28987",832,635
"28988",832,640
"28989",832,643
"28990",832,648
"28991",832,653
"28992",832,654
"28993",832,656
"28994",832,657
"28995",832,662
"28996",832,668
"28997",832,670
"28998",832,684
"28999",832,699
"29000",832,709
"29001",832,716
"29002",832,727
"29003",832,730
"29004",832,736
"29005",832,750
"29006",832,751
"29007",832,765
"29008",832,767
"29009",832,769
"29010",832,818
"29011",832,819
"29012",832,821
"29013",832,825
"29014",832,834
"29015",832,836
"29016",832,839
"29017",832,841
"29018",832,852
"29019",832,874
"29020",832,875
"29021",832,882
"29022",832,886
"29023",832,895
"29024",832,902
"29025",832,903
"29026",832,907
"29027",832,916
"29028",832,919
"29029",832,950
"29030",832,990
"29031",832,996
"29032",833,508
"29033",833,548
"29034",833,569
"29035",833,578
"29036",833,585
"29037",833,586
"29038",833,597
"29039",833,606
"29040",833,609
"29041",833,616
"29042",833,627
"29043",833,632
"29044",833,645
"29045",833,657
